Source_File,Page,Content_Type,Data
Jordan-Reyes-Network-Engineer-Resume (TechieCV.com).pdf,1,Text,"Jordan Reyes Network Engineer San Francisco, CA • netengineer@gmail.com • +1 4155-3333 PROFILE SUMMARY Network Engineer with 8 years of experience operating enterprise networks across SaaS, colocation, and enterprise IT, specializing in multi-vendor routing and switching, network security, and SD-WAN. Solid technical background across routing and switching (Cisco IOS-XE, Juniper Junos), firewalls (Palo Alto Networks), wireless (Cisco Meraki), SD-WAN (Cisco SD-WAN (Viptela)), cloud connectivity (AWS Direct Connect, Azure ExpressRoute), load balancing (F5 BIG-IP), monitoring (SolarWinds, ThousandEyes), and automation languages (Python, Bash) with strong fundamentals in protocol-level fluency, packet-capture diagnostics, and audit-grade documentation. Deep expertise in high-availability network design, defense-in-depth segmentation, software-defined networking, and zero- touch provisioning, leveraging methodologies such as change-management workflows and quarterly failover drills to drive resilient, high-throughput, and secure networks. Engaged collaborator working cross-functionally with Security, DevOps, and IT teams in ITIL-aligned, change-controlled environments, contributing to change-advisory boards, design reviews, and post-incident retrospectives with a pragmatic, ownership-first mindset. Emerging leader who shares technical excellence and fosters a culture of protocol rigor and diagram and runbook discipline through PR reviews and runbooks, while leading network-engineering guild sessions and authoring widely adopted runbook and design templates. TECHNICAL SKILLS Routing & Switching: Cisco IOS-XE, Juniper Junos, Arista EOS, BGP, OSPF, EIGRP, IS-IS, VLAN, STP, EtherChannel Network Security: Palo Alto Networks, Fortinet, Cisco ASA, IDS/IPS (Snort, Suricata), NAC (Cisco ISE), Zero Trust, ACLs Wireless: Cisco Meraki, Aruba Central, Ubiquiti UniFi, Ekahau site surveys, 802.11ac/ax, RF tuning WAN & SD-WAN: MPLS, IPsec VPN, SSL VPN, Cisco SD-WAN (Viptela), VeloCloud, Meraki SD-WAN, ISP management Cloud & Hybrid Networking: AWS VPC, Azure VNet, GCP VPC, Direct Connect, ExpressRoute, Transit Gateway, cloud- native firewalls Monitoring & Load Balancing: SolarWinds, ThousandEyes, PRTG, Nagios, NetFlow, Wireshark, F5 BIG-IP, Citrix ADC, NGINX, HAProxy, GSLB Automation & NetDevOps: Ansible, Python (Netmiko, NAPALM), Terraform, Git, NETCONF/YANG, Jinja2 templating Protocols & Foundations: TCP/IP, IPv4/IPv6, HSRP/VRRP, MPLS, QoS, Multicast, DNS, DHCP, IPAM, RADIUS/TACACS+ EDUCATION Cal Poly San Luis Obispo B.S. in Computer Engineering San Luis Obispo, CA • Sep 2014 - May 2018 WORK EXPERIENCE Salesforce Senior Network Engineer San Francisco, CA • Sep 2021 - Present Own network architecture and design for the multi-region SaaS production network, leading topology across campus LAN, data center fabric, and WAN backbone at 60+ global sites with 900+ switches, routers, and firewalls under a single design standard. Operate enterprise routing and switching using BGP, OSPF, and EIGRP across Cisco Catalyst 9k, Nexus 9k, and Juniper QFX, applying VLAN segmentation, STP and EtherChannel design, and trunking with link aggregation, holding core uptime at 99.99% through the year."
Jordan-Reyes-Network-Engineer-Resume (TechieCV.com).pdf,2,Text,"Hardened the network security posture with next-gen firewall policies on Palo Alto, IDS/IPS signatures, and NAC enforcement via Cisco ISE under Zero Trust micro-segmentation, blocking 3,200+ critical threat events and shifting lateral- movement risk from moderate to contained. Designed and tuned enterprise wireless on Cisco Meraki across 1,200+ access points, driving Ekahau site surveys, RF channel and power tuning, and SSID and controller policy hardening for clean coverage across 14 office floors in 6 cities. Modernized WAN and SD-WAN connectivity across 60+ branch and remote sites via MPLS-to-SD-WAN migration on Cisco Viptela, IPsec and SSL VPN tunnels, and ISP diversity with carrier failover, cutting branch latency from 180 ms to 62 ms. Engineered hybrid cloud connectivity spanning AWS and Azure across 4 regions, delivering AWS Direct Connect and Azure ExpressRoute circuits, Transit Gateway and VNet hub-and-spoke peering, and cloud-native firewalls, sustaining 40 Gbps across the hybrid edge. Built end-to-end network observability on SolarWinds and ThousandEyes covering 900+ devices and 60 site links, with NetFlow and sFlow baselining, path-aware synthetic probes, and threshold-based alerting, reducing mean time to detect from 22 min to 3 min. Equinix Network Engineer Sunnyvale, CA • Jul 2018 - Aug 2021 Owned application traffic management for 80+ customer-facing apps using F5 BIG-IP virtual servers and iRules, DNS- based GSLB across 3 regions, and NGINX and HAProxy for microservice routing, sustaining 99.97% measured uptime through the on-call year. Cut operational toil from 34% to 11% with Ansible playbooks for switch and firewall configuration, Python scripts on Netmiko and NAPALM for bulk changes, and Git-based config repos with peer review, reclaiming 320+ engineer-hours per quarter. Led incident response across 38 SEV1/SEV2 network incidents during on-call rotations, running Wireshark and tcpdump packet captures, syslog and SNMP log correlation, and postmortems with owner-tagged follow-ups, cutting mean time to resolve from 2.8 hr to 34 min and curating 200+ network diagrams, IPAM records, and runbooks. Worked closely with Security, DevOps, and Data Center Operations teams across 7 colocation data centers on change- management windows, cross-connect provisioning, and capacity planning reviews, authoring 12 network design RFCs that shaped the org's network standard and onboarding 5 new network engineers."
Mateo-Velez-Network-Administrator-Resume (TechieCV.com).pdf,1,Text,"Mateo Velez Network Administrator McLean, VA • netadmin@gmail.com • +1 703-555-0148 PROFILE SUMMARY Network Administrator with 11 years of experience operating multi-site enterprise networks across hospitality, healthcare, and corporate IT, specializing in LAN/WAN administration, firewall operations, and enterprise wireless. Solid technical background across switching and routing (Cisco, VLAN trunking, OSPF), wireless (Meraki, 802.1X with WPA3 Enterprise), perimeter security (Palo Alto), monitoring (SolarWinds, NetFlow with Wireshark), and IPAM on Infoblox, with strong fundamentals in change-management discipline, monitoring rigor, and structured OSI-layer troubleshooting. Deep expertise in multi-site LAN/WAN administration, firewall and VPN operations, enterprise wireless management, and monitoring and incident response, applying practices such as OSI-layer troubleshooting and ITIL change management to deliver reliable, secure, and well-documented networks. Engaged collaborator working cross-functionally with Security, Server, Helpdesk, and Site IT teams in ITIL-driven IT operations, contributing to change advisory boards, post-incident reviews, and refresh planning with a pragmatic, ownership-first mindset. Senior operator who shares technical excellence and fosters a culture of runbook discipline and post-incident review rigor through after-action reviews and peer coaching, while leading network operations weekly review sessions and authoring widely adopted runbooks and SOPs. TECHNICAL SKILLS Routing & Switching: Cisco Catalyst, Cisco Nexus, VLAN trunking, inter-VLAN routing, OSPF, EIGRP, BGP, spanning tree (RSTP/MST), LACP/EtherChannel, HSRP/VRRP Firewalls & Security: Palo Alto PAN-OS, Fortinet FortiGate, Cisco ASA, ACL design, NAT, IPsec and SSL VPN, Zero Trust patterns, 802.1X with RADIUS Wireless: Cisco Meraki, Aruba Central, Ruckus, RF site surveys, WPA2/3 Enterprise, 802.1X authentication, guest SSID and captive portal, channel and power tuning WAN & SD-WAN: MPLS, Metro Ethernet, dedicated internet access (DIA), Cisco SD-WAN (Viptela), Meraki SD- WAN, site-to-site VPN, QoS for voice and video Monitoring & Performance: SolarWinds NPM/NCM, PRTG, Nagios, Zabbix, LibreNMS, NetFlow / sFlow analyzers, Wireshark, SNMPv3, syslog and trap collection DNS, DHCP & IPAM: Infoblox, BlueCat, Microsoft DNS and DHCP, BIND, phpIPAM, subnetting, DNS zones (forward and reverse), DHCP scopes and reservations Protocols & Troubleshooting: TCP/IP, OSPF, BGP, EIGRP, STP, ARP, ICMP, packet capture (Wireshark, tcpdump), ping/ traceroute/nslookup, OSI-layer troubleshooting Certifications & Methodologies:Cisco CCNA, Cisco CCNP Enterprise, CompTIA Network+, Palo Alto PCNSA, ITIL Foundation, change management, Visio / Lucidchart / draw.io documentation EDUCATION George Mason University B.S. in Information Technology Fairfax, VA • Sep 2011 - May 2015 WORK EXPERIENCE Hilton Worldwide Senior Network Administrator McLean, VA • Aug 2019 - Present Own the day-to-day administration of the corporate IT and brand-network environment, covering 850+ Cisco and Meraki devices across corporate HQ LAN, 40+ branch sites over SD-WAN, and enterprise wireless for 9,000+ corporate users. Administer the LAN, WAN, and VLAN fabric across 320 access and core switches at 42 sites, running VLAN trunking, inter-"
Mateo-Velez-Network-Administrator-Resume (TechieCV.com).pdf,2,Text,"VLAN routing, spanning tree, and LACP/EtherChannel link aggregation across 180 production VLANs at 99.99% fabric uptime. Run IPAM, DNS, and DHCP on Infoblox across 62k IP addresses, 640 subnets, and 180 DHCP scopes, holding forward and reverse DNS resolution at 20 ms at the branch edge. Manage perimeter security on Palo Alto PAN-OS, maintaining 1,400+ firewall rules across 18 security zones with ACLs, NAT, and 60 site-to-site IPsec tunnels, while terminating 2,200 concurrent remote-access VPN tunnels for hybrid users. Run the enterprise wireless fabric across 1,100 Meraki MR access points spanning 6 SSIDs and 2.4 / 5 / 6 GHz radios, with RF tuning, guest captive portal, and 802.1X authentication supporting 14,000 peak concurrent clients at 98.4% client connect rate. Operate network monitoring on SolarWinds across 850 polled devices, with NetFlow and Wireshark for deep dives, cutting MTTR on network incidents from 2 hr 40 min to 48 min and sustaining 99.98% uptime on tier-1 circuits. Triage and resolve 1,600+ network tickets per year, including 45 P1 incidents within a 30 min SLA, using OSI-layer troubleshooting, CLI tools (ping, traceroute, nslookup), and packet captures; hold escalations to under 4% and record 92% first-touch resolution. MGM Resorts International Network Administrator Las Vegas, NV • Jun 2015 - Jul 2019 Drove network change management and firmware patching across the property estate, processing 220+ network changes with planned maintenance windows shrinking from 6 hr to 90 min and zero failed firmware rollbacks. Owned network documentation in Visio and the team's IPAM and asset inventory, maintaining 60+ network diagrams and runbooks; cleared PCI and SOX audits in back-to-back years. Coordinated with 4 ISPs and 2 carriers on circuit installs, escalations, and RMAs, handling 300+ vendor and ISP tickets and closing them with zero billing disputes left open over 30 days. Worked closely with Security, Server, Helpdesk, and Property IT teams across 11 resort properties, authoring 35 runbooks and SOPs that shaped the team's operating baseline and onboarding 6 new-hire network administrators."
Priya-Raman-Database-Administrator-Resume (TechieCV.com).pdf,1,Text,"Priya Raman Senior Database Boston, MA • priya.raman@gmail.com • +1 617-555-0182 Administrator PROFILE SUMMARY Senior Database Administrator with 8 years of experience operating enterprise SaaS and developer-tooling teams across ticketing, CI/CD, and observability platforms, specializing in high availability, disaster recovery, performance tuning, and zero-downtime change management. Well-rounded skill set across relational (PostgreSQL, Oracle), NoSQL (MongoDB), managed cloud (AWS RDS), high availability (Patroni), backup (pgBackRest), schema migrations (Liquibase), and automation (Terraform, Ansible, Python). Deep expertise in HA architecture, backup & DR, performance tuning, and change management, leveraging methodologies such as GitOps for DB and compliance audits to drive fast, reliable, and audit-ready database operations across the estate. Engaged collaborator working cross-functionally with Platform, SRE, Security, Compliance, and Application teams in regulated SaaS environments, contributing to schema reviews, incident triage, and audit prep with a stability-first mindset. Emerging leader who shares technical excellence and fosters a culture of zero-downtime migrations and 99.99% availability through schema-review office hours and DR drills, while leading DBA guild sessions and authoring widely adopted runbook and replication-pattern guides. TECHNICAL SKILLS Relational Databases: PostgreSQL, Oracle, SQL Server, MySQL, MariaDB, IBM Db2 NoSQL & In-Memory: MongoDB, Cassandra, DynamoDB, Redis, Elasticsearch HA, Replication & Backup: Patroni, pgBackRest, Oracle Data Guard, RMAN, Always On AGs, MongoDB replica sets Cloud & Managed Services: AWS RDS, AWS Aurora, Cloud SQL, Azure SQL, RDS Proxy, AWS Backup Performance & Tuning: pg_stat_statements, AWR/ASH, SQL Profiler, Performance Insights, EXPLAIN ANALYZE, index tuning Security & Compliance: TDE, TLS in transit, Kerberos, LDAP, AAD, row-level security, SOX, HIPAA, PCI, GDPR Automation & IaC: Terraform, Ansible, Python, Bash, PowerShell, Liquibase, Flyway, GitHub Actions Monitoring & Observability: Datadog, Prometheus + Grafana, CloudWatch, pgwatch2, Sentry, New Relic EDUCATION Boston University B.S. in Computer Science Boston, MA • Sep 2014, May 2018 WORK EXPERIENCE Atlassian Senior Database Administrator Boston, MA • Aug 2022, Present Led installation, configuration, and upgrades across multi-region AWS RDS and self-managed estates, standardizing patch and parameter workflows behind Datadog dashboards, and shipped 3 major-version upgrades across 18 clusters with rolling cutovers, blue-green swaps, and zero data loss. Owned backup, recovery, and DR for 42 databases using pgBackRest with point-in-time recovery, ran weekly restore drills end-to-end across two geo-redundant regions, and held RPO ≤ 5 min and RTO ≤ 30 min across every quarterly DR test. Stood up streaming replication and automated failover with Patroni across 18 production clusters, tuned witness quorum and connection routing through HAProxy, drove median failover to under 30 seconds, and lifted database availability from 99.9% to 99.99%. Owned performance monitoring and tuning using pg_stat_statements and execution-plan analysis, reindexed hot tables, partitioned the orders surface, cut p95 query latency from 840 ms to 120 ms, and sustained 12k QPS peak through Black"
Priya-Raman-Database-Administrator-Resume (TechieCV.com).pdf,2,Text,"Friday traffic. Led security, access control, and compliance work: rolled out encryption at rest with AWS KMS, automated secrets rotation through HashiCorp Vault, layered row-level security, ran SOX and PCI audits with read-only auditor roles, and closed 47 findings across 3 audit cycles. Partnered with platform teams on schema change and release management via Liquibase, gated DDL through twice- weekly review boards, change windows with rehearsed rollback playbooks, and read-only auditor sign-off, shipping 220 migrations with 0 production outages. Drove automation and Infrastructure as Code for provisioning and routine ops using Terraform and Ansible, replaced ticket- based work with 14 self-service runbooks wired into GitHub Actions, and cut on-call toil by 60% in two quarters. Akamai Database Administrator Cambridge, MA • Jul 2018, Jul 2022 Managed Oracle Data Guard standbys for the legacy core, automating switchover and recovery with RMAN and custom Python tooling, cutting failover drill time from 4 hours to 35 minutes. Owned capacity planning and storage for a 40 TB estate, partitioning hot tables, archiving cold data to S3, and reclaiming 9 TB of storage while keeping read latency flat. Established change management discipline with peer reviews on every DDL and a staging-before-prod gate, holding production-deploy success rate at 99.5% across 180 releases. Mentored 2 junior DBAs, authored 6 runbooks (failover, RMAN restore, deadlock triage, replication health, capacity review, audit prep), and ran the on-call rotation for 15 production schemas."
Professional IT Project Manager Resume.pdf,1,Text,"NNAAMMEE 9 Any Street • City, ST 00000 • Tel 667.667.5555 • email@optonline.net Highly-effective operations management professional with more than a decade of experience delivering business process alignment, project management, and practical solutions to complex financial problems. A seasoned financial and operations management innovator leveraging a powerful set of technologies, business alignment experience, and a talent for strategically employing resources to achieve exceptional bottom line results. KEY QUALIFICATIONS Project Planning/Management •••• Quality Improvement •••• Customer Relations Management •••• Strategic Partnerships VoIP Telephony •••• Deployment & Installation •••• Project Implementation •••• Disaster Recovery •••• Vendor Management Database Solutions •••• Staff Training & Development •••• Financial Management •••• Contract Negotiation •••• Cost Controls CAREER HIGHLIGHTS Systems, Inc., City, ST 2006-2009 A leading provider of communications solutions including voice over internet protocol (VoIP) technology and integrated network and management services to financial services firms in more than 40 countries. DIRECTOR OF PROJECT MANAGEMENT Directed the project manager team, managed deployment and installations, performed financial and metrics reporting, conducted planning sessions, established project objectives, and ensured the alignment of goals and engagements to new product development. Utilized project management tools and documentation to enhance project delivery, tracking and metrics. KEY ACHIEVEMENTS • Managed a project install base of $43M in annual revenue for New York operations in 2008 with an average of more than 50 active projects per quarter. • Exceeded the service demands of top-tier global accounts including Citigroup, Bank of America, Merrill Lynch, DB, Barclays-Lehman, JP Morgan Chase, Goldman Sachs, and RBS. • Created an internal workflow process improving budgetary quotations, communications, documentation, proposed systems configurations and contract accuracy integrated for global use by project and sales teams. • Delivered significantly improved team proficiency and product knowledge through the deployment of formal IPC training courses. Company, North America, City, ST 2003-2006 Provides network IT services to large enterprise customers such as PepsiCo, Reuters, Cadbury, Proctor & Gamble, and many others in more than 70 key cities throughout the United States and Canada. SENIOR PROJECT MANAGER Performed project leadership and delivery, managed 24/7 remote support services, strategic partnerships, and all billing for company global project, and conducted end-to-end testing on third-party vendors. Chaired all customer project meetings and provided regular project progress and milestone reporting. KEY ACHIEVEMENTS • Led company Global client VPN/MPLS network solution project for Manpower, Inc. supporting several hundred sites across the United States and comprised of a more than 600-node DSL network with VPN technology connected to hub locations. • Delivered a fully managed service providing 24/7/365 remote network monitoring, dispatch and maintenance. • Installed Cisco routers and DSL modems at each client location with connection to the MPLS network and Manpower’s corporate data center."
Professional IT Project Manager Resume.pdf,2,Text,"Name • PAGE TWO Company continued • Managed the implementation of a Remote Global Access Service solution for United Technologies Corporation supporting more than 30,000 users worldwide and providing remote access to a variety of server- based applications via IPASS dialer and regional hubs with VPN concentrators using Cisco technology. Company, City, ST 2002-2002 A leading networking professional services company providing managed and outsourcing solutions to take advantage of networking-based electronic commerce and other network applications. The company employs more than 12,000 people and serves clients globally. CONSULTANT/PROJECT MANAGER WORLD TRADE CENTER DISASTER RECOVERY Led a team of professionals in the restoration and implementation of voice services after the New York September 11 disaster. Managed timelines, team and implementation of project objectives. Developed solutions to sensitive and complex issues and delivered communications and consult on the project’s structure, progress and milestones. KEY ACHIEVEMENTS • Led a team to restore the loss of voice services resulting from the 9/11 disaster including dial tone, private lines, Internet, digital and analog circuits. • Documented and inventoried all carrier voice circuits and systems servicing the trading floors, and upgraded the legacy inventory database to reflect the new circuits ordered, and disconnected existing services. • Converted analog voice circuits to digital T1 service, ordering digital circuits, disconnecting all analog circuits, and coordinating delivery, installation, testing, and circuit activation. Company, City, ST 2001-2001 Designs, manufactures, and sells Internet Protocol (IP)-based networking and other products relating to the communications and information technology industry worldwide. SERVICE AND SUPPORT MANAGER CUSTOMER ADVOCACY Managed Cisco’s largest global customer delivering consistent service excellence, and ensuring successful delivery of all support and services. Developed strong customer relations by liaising between customers and Cisco headquarters. KEY ACHIEVEMENTS • Provide a dedicated Customer Advocacy focal point to major strategic enterprise accounts ensuring that Cisco’s support programs effectively satisfied the customer’s current network needs. Company, City, ST 1999-2001 A global consulting and systems integration company serving large commercial and public sector organizations from offices around the world and employing some 4,500 people. Syntegra is a wholly owned subsidiary of British Telecom DIRECTOR OF OPERATIONS Provided installation, service and maintenance of British Telecom voice trading system technologies distributed across the United States and Latin America. Managed a technical staff of eight managers and ninety-field service and infrastructure personal. Performed oversight and direction in the areas of service, projects, installations, customer service and warehousing. KEY ACHIEVEMENTS • Exceed customer expectations through focused process improvement initiatives including development of objectives relevant to the business units in North America, closely evaluating and managing customer relations, team building practices, establishing service metrics, aligning the process with budget and cost controls."
Professional IT Project Manager Resume.pdf,3,Text,"Name • PAGE THREE Company—Global Technology Infrastructure, City, ST 1993-1999 One of the world’s largest financial institutions VICE PRESIDENT TELECOMMUNICATIONS Performed oversight and administration of staff, managed projects and deployed trading floor solutions across the Americas. Maintained disaster recovery sites and ensured corporate standards. KEY ACHIEVEMENTS • Provided support and installation of Carrier facilities, British Telecom Trading Platform, Nortel, Lucent PBX and operations support for more than 600 trading positions. • Supported business units including Foreign Exchange, Treasury, Capital and Emerging Markets. • Managed the global deployment of BT systems, reviewed business requirements and designed a system solution to meet the needs of each business. • Completed trading floor projects for new BT Systems in Mexico, Argentina, Sao Paulo and Rio de Janeiro Brazil; and performed disaster recovery planning for the Capital markets business. ADDITIONAL EXPERIENCE TELECOMMUNICATIONS MANAGER SYSTEMS/COMMUNICATIONS, Bank, City, ST 1985-1993 DATA CENTER ENGINEER, Bank, City, ST 1983-1985 SERVICE TECHNICIAN, Company, City, ST 1981-1983 INSTALLATION SPECIALIST, Company, City, ST 1980-1981 EDUCATION, PROFESSIONAL DEVELOPMENT & AFFILIATIONS Institute of Technology - coursework toward B.T.M. Degree. Digital Computer Technology, Technical School, 11/79 Project Management Certificate Program (PMI) 12/05 IPC Director Program – Building Personal Effectiveness as a Leader. 10/08 MILITARY, U.S. Navy Honorable Discharge, 12/09/77"
Senior IT Business Analyst Resume.pdf,1,Text,"SENIOR BUSINESS ANALYST / IT PROJECT MANAGER BUSINESS PROCESS & BUSINESS RULES ANALYST ROLANDO HERNANDEZ MIAMI FL 305.994.9510 JOBS@BIZRULES.COM EXECUTIVE SUMMARY • Process Improvement Analyst & Business Process Management Consultant for Fortune 500. • Project Manager and Business Analyst for large, complex IT projects/systems. • Designed the Enterprise Business Rules strategy & methodology for three of the Fortune 10 • Developed the BIZRULES® VISION™ Methodology for defining, documenting, managing, and automating business processes and business rules. Used by ExxonMobil, the IRS, and a Fortune 10 company • Experience using advanced Business Process Management (BPM) and Business Rules Engine (BRE) technology to reduce time to market, improve quality, ensure regulatory/legal/tax compliance, increase sales, cut costs, and maximize revenue. • Proven ability to architect and engineer complex systems that are flexible, easy to maintain, reuse code and business rules, and that align to business objectives. • Outstanding record of implementing advanced technology to build innovative business solutions and systems that work, change easily, and last. • Solid experience leading and carrying out all phases of full SDLC lifecycle enterprise system development, from planning, analyzing, designing, building, and testing new Web and Client/Server applications, to maintaining and modernizing legacy Mainframe applications. STRENGTHS • Big 5 consulting experience with IBM and EDS. • Master of Science (M.S.) in Artificial Intelligence, Bachelor of Science in Systems Analysis. • Industry experience in Cruise/Travel, Manufacturing, Insurance, Pension, Soft-Drink/Bottling, Fast-Food Quick-Service Franchise, Fleet Leasing, Oil/Lubricant, Energy, EH&S, and IT Consulting. • Fortune 500 experience with a Fortune 10 company, ExxonMobil, IBM, EDS, Pepsi, RCCL, Carnival/Cunard, and BK. SKILLS • Proven strategic thinking skills. • Excellent analytical, problem-solving, and decision-making skills. • Excellent verbal, oral, and written communication skills. Excellent presentation skills. • Exceptional interpersonal skills with ability to gain the confidence and respect of senior executives. • Proven ability to work with all levels of management, and the most senior of Subject Matter Experts. • Proven ability to communicate with and work with staff at every level of the organization. • Experience with Six Sigma, Project Management, and System Development Methodologies. • Experience using Zachman Enterprise Architecture Framework to align systems with business. • Ability to work independently and organize workload with minimal direct supervision. • Strong technical, management and leadership skills. • Knack for finding ways to improve business processes and speed up time to market. EXPERIENCE SUMMARY • Experience designing Business Process/Business Rules Integration strategy for Fortune 500. • Lots of experience with Business Process Management (BPM), Business Rules Management (BRM), Knowledge Management (KM), Business Intelligence (BI), and Data Warehousing (DW). • Extensive experience with the Business Rules approach & BRE (Business Rules Engine) technology. • Familiar with Customer Relationship Management (CRM), and 1-to-1 Personalization. • Exceptional ability to work with world-class Subject Matter Experts in order to extract their domain knowledge, business rules, decisioning process, and expertise so it can be documented and digitized. • Currently, helping a Fortune 10 company with Global Statutory Compliance such as Sarbanes-Oxley Act. Currently designing Business Models, Business Process Models, and Business Rule Models to help the Company document, assess, test, and certify that proper processes, rules, and controls are in place, as required by Sarbanes-Oxley Act. ATTRIBUTES • US Citizen – Able to work in the US without sponsorship. Bilingual – Fluent in English and Spanish. • Willing to travel as needed – Int’l. Experience working in England, France, Japan, Brazil, and Canada. Page 1 of 4 (Visit http://bizrules.com/resumes for a 2-page high-level resume)"
Senior IT Business Analyst Resume.pdf,2,Text,"SENIOR BUSINESS ANALYST / IT PROJECT MANAGER BUSINESS PROCESS & BUSINESS RULES ANALYST ROLANDO HERNANDEZ MIAMI FL 305.994.9510 JOBS@BIZRULES.COM KNOWLEDGE • Experience leading strategic digitization projects for a Fortune 10 company, Mobil, IBM, EDS, Pepsi, RCCL/Cunard, BK. • Functional experience in IT, Finance, Tax, Accounting, Legal, Marketing, Sales, Supply, & Audit. • Industry experience: Fast-Food Quick-Service Franchise, Soft-Drink/Bottling, Cruise/Travel, Manufacturing, Insurance, Pension/Insurance, Fleet Leasing, Oil/Lube/Energy, EH&S, IT Consulting. • Government experience: Health & Welfare/Canada Social Security, Tax Submission Processing/US IRS. • Experience with automated legacy application modernization and business systems modernization. • Strong understanding of the key challenges facing competitive, global businesses today: compliance, reducing IT costs, quality, agility, time to market, downsizing, offshoring/outsourcing, privacy, retaining & digitizing knowledge, preventing business mistakes, and minimizing legal & financial risks. • Speaker and author on Customer Relationship Management (CRM), Business Process Management (BPM), Business Rules Management (BRM), and Knowledge Management (KM). EXPERTISE • Exceptional ability to learn new industries and business processes quickly. • eBusiness experience designing systems for Global Statutory Compliance (Sarbanes-Oxley), Tax Planning & Minimization, Entity Management, Corporate Formalities & Separateness, HQ Cost Allocation, Transfer Pricing, Billing, Revenue/Yield Management, Intellectual Property Management, Worker’s Comp Claims Processing, Cruise Reservations, Commissions, Sales Force Automation, Data Warehousing, Balanced Scorecard/EIS, Sales & Distribution, and Supply Chain Management. • eGov experience designing and building systems for US IRS Individual Income Tax processing and Canada Social Security Benefit Eligibility & Entitlement adjudication. • Experience designing and building expert systems for Product Recommendation & Selection, Problem Diagnostics & Troubleshooting, Customer Service, EH&S Audit, and Web Expert Advisors. • Deep content knowledge in emerging AI-based technologies such as Business Process Management, Knowledge Management, and Business Rules Management • Exceptional ability to work with world-class Subject Matter Experts in order to extract their domain knowledge, business rules, decisioning process, and expertise so it can be documented and digitized. • Experience using BPM/BRE Rule Engines such as Microsoft BizTalk Server Business Rule Engine & Business Rule Composer, PegaSystems PegaRULES, and RulesPower Process Logic Modeler. TECHNICAL SUMMARY • Tools: Microsoft Office XP, Visio, MS Project, ABT Project Workbench, SourceSafe, and Lotus Notes. • Enterprise Business Process Modeling & Simulation: Popkin Systems Architect, Gensym ReThink. • BPM/Business Rules Engine (BRE): Microsoft BizTalk Server Business Rule Engine & Business Rule Composer, PegaSystems PegaRULES Process Commander, RulesPower Process Logic Modeler, Computer Associates CleverPath AION BRE, HNC Blaze Advisor, Gensym G2, Haley, Exsys CORVID AuthoRete/Eclipse, Corticon, and ILOG. • Process Modeling: Unified Modeling Language (UML), Rational Rose, Rational Unified Process (RUP), Rational RequisitePro, BPMN Business Process Modeling Notation, BRML Business Rule Markup Language, Erwin, Visual Modeler, Visio, Oracle Designer. ERP: ORACLE Financials / GL, AP, AR, PO. • Very familiar with object-oriented analysis & design; relational & multi-dimensional databases; OLAP/Cubes; mainframe, Windows, and web programming; operating systems; and Q/A testing tools. See http://bizrules.com/resumes/rh_technical.htm for complete list of HW/SW/Languages/Tools. EXPERIENCE BIZRULES.COM MIAMI, FL SENIOR BUSINESS PROCESS & BUSINESS RULES ARCHITECT 1995–PRESENT • Help Fortune 500 firms modernize legacy applications and design new eBusiness applications using breakthrough technologies. Extract enterprise business rules and business processes from code using automated tools, and from SMEs using Knowledge Acquisition, Knowledge Engineering, & Business Rule Harvesting methods. • My clients include a Fortune 10 company, Chubb, IBM, EDS, Burger King, RCCL, Canada Social Security Department, and the United States Internal Revenue Service. See client/project details on next page. Page 2 of 4 (Visit http://bizrules.com/resumes for a 2-page high-level resume)"
